17
813 900
781 219 -778
536 162 751
433 385 -758
562 814 997
53 568 70
688 485 51
727 75 -93
309 355 -696
170 583 -55
717 620 332
800 556 -495
822 338 884
32 621 -834
61 648 -617
169 118 -564
819 559 -442
816 31 -336
632 117 -496
285 535 709
230 301 -970
689 567 165
730 203 201
81 522 745
693 547 -151
551 453 -175
485 393 752
429 696 383
549 725 959
56 32 -845
809 49 994
540 398 -809
451 155 269
528 526 117
711 694 549
240 452 -331
801 223 18
381 312 -427
349 88 -696
46 306 -285
822 329 -239
745 553 -591
488 56 684
128 75 -684
6 335 -67
713 627 538
694 814 12
460 273 -57
628 282 -865
536 526 -370
97 76 791
59 548 -408
457 672 832
591 86 91
336 459 252
612 692 935
588 638 170
481 316 998
399 27 355
580 433 73
560 580 77
812 775 -415
278 254 641
74 826 64
514 218 -67
662 405 -581
532 354 -426
602 401 252
292 114 467
622 599 812
522 612 69
123 702 253
747 434 -184
269 686 -603
824 591 -140
56 592 944
823 761 961
762 128 -244
546 481 736
571 118 -371
773 780 -421
55 175 -263
127 167 734
622 636 -23
297 605 -688
752 102 -102
528 271 -433
759 6 -954
492 748 -322
504 669 419
704 96 -431
459 86 -342
37 665 -792
574 416 915
87 427 -974
687 580 -109
525 593 651
527 400 319
165 617 -97
167 83 201
524 450 881
275 701 -333
714 522 -462
208 238 423
232 751 80
559 478 -170
143 273 736
507 793 -827
655 108 -919
356 751 -990
510 668 866
223 808 609
325 471 962
476 366 771
85 814 669
651 789 -952
64 739 514
1 229 -890
720 293 431
245 195 806
288 707 202
5 164 997
503 602 659
394 792 597
141 108 -739
729 724 -304
757 420 927
693 643 279
747 368 512
403 379 -187
594 60 710
550 276 -904
96 147 662
9 638 278
632 665 -336
562 96 -894
782 799 -8
670 767 172
448 55 156
773 279 -756
16 499 620
337 591 -228
398 516 643
237 774 -411
23 598 707
618 33 419
366 627 -634
770 387 -707
295 148 -393
121 636 -806
275 793 -734
20 321 150
189 552 776
204 776 185
47 73 -956
698 365 -820
650 597 -426
459 388 -404
326 792 -922
339 283 53
569 233 -438
144 771 395
390 354 287
53 612 -519
580 111 168
3 648 17
289 424 450
491 393 -360
358 505 427
801 517 930
542 425 220
667 161 -564
295 679 423
239 748 178
555 701 -186
544 310 -547
461 297 -286
639 317 489
426 279 60
213 619 -297
748 204 55
272 745 -435
117 343 964
183 419 -264
295 229 -805
281 104 -887
739 620 514
623 107 -923
757 273 814
708 64 -264
47 255 421
618 496 -874
636 58 -524
801 522 262
654 586 -422
335 737 499
673 564 -967
483 553 -381
576 56 -587
511 787 116
486 722 -148
712 703 -168
566 449 -178
71 548 -950
187 583 -787
745 399 -386
505 32 -892
818 98 134
302 579 -190
305 505 369
202 284 700
766 647 165
608 645 292
285 301 -7
574 359 -400
247 536 -803
800 383 -287
39 584 -550
41 304 839
505 141 401
393 564 -194
23 12 -561
430 368 -468
354 242 421
271 466 -887
158 763 108
336 542 882
677 298 188
658 741 -560
134 480 798
764 67 -947
736 620 761
502 94 363
536 137 -102
677 118 841
699 646 -103
313 770 -580
78 466 677
680 2 304
536 324 -96
588 640 -459
697 431 374
634 18 -378
287 617 343
308 15 -133
314 444 358
461 724 -850
375 329 522
220 728 -982
585 62 131
98 46 -39
393 387 -462
41 239 -656
449 344 -821
490 100 -171
454 90 -964
57 701 -153
392 366 -84
445 19 926
101 797 -668
628 116 -186
647 353 -212
134 749 -742
652 33 726
700 70 367
534 76 -111
671 4 480
183 379 732
472 178 722
637 63 -235
825 20 -733
264 692 -260
372 487 -22
653 465 831
510 815 530
806 523 -943
635 595 -5
385 156 838
496 77 627
178 176 664
156 231 -208
319 26 904
209 739 -317
93 635 664
694 121 816
91 15 604
83 86 -319
603 602 -51
479 731 -928
733 468 488
355 132 -35
215 113 -924
531 530 252
535 144 480
619 275 -166
815 758 760
706 636 606
303 248 638
751 360 -484
370 213 557
232 463 -106
364 397 -794
580 351 -345
278 466 158
575 381 -183
664 290 861
504 398 437
507 608 238
734 35 301
491 249 390
231 341 -393
114 289 -951
26 824 -866
327 555 253
811 55 -119
497 634 -78
675 765 -556
438 803 -346
39 224 -544
697 458 -229
637 219 -565
337 454 673
339 463 -135
155 457 -405
400 291 -214
302 272 -337
242 163 -16
614 506 709
218 669 -795
631 537 -356
418 172 -472
749 118 -417
299 310 776
618 407 -163
398 67 -565
678 366 -950
658 820 -839
335 13 -839
265 290 -854
825 720 -893
80 652 -165
419 365 702
664 142 -746
780 493 -668
307 684 967
680 4 273
643 456 914
692 501 590
621 739 110
493 492 286
253 394 -322
816 732 -323
473 565 -210
294 483 258
404 310 227
499 762 -646
75 641 672
285 546 2
604 827 874
428 785 -588
7 329 306
488 493 -863
323 595 -843
710 138 -14
387 249 133
696 786 -408
706 556 113
85 535 -360
627 130 -553
554 712 -783
554 686 -449
38 520 -214
558 260 247
735 266 -176
597 606 -707
566 410 -251
374 294 -389
452 455 213
187 323 -283
53 756 995
399 165 228
223 342 -166
469 425 -906
544 455 -132
800 635 -448
251 611 -262
490 274 655
682 13 -989
483 736 32
272 801 -218
44 565 683
25 603 947
345 232 451
740 82 -486
207 17 -10
719 400 -830
521 149 150
613 115 -283
561 367 88
731 533 34
502 722 514
484 712 218
734 174 -142
466 249 -885
42 607 147
288 317 -325
739 274 446
409 532 -699
619 694 868
132 121 -817
229 22 -103
236 487 -739
397 611 485
159 618 306
167 139 342
148 340 318
538 724 373
511 150 194
153 148 408
185 607 -738
75 721 123
318 300 668
233 779 668
130 692 -69
397 134 -250
504 398 851
297 32 461
496 420 -837
498 590 106
530 741 -602
451 283 168
708 789 459
620 273 -213
204 509 213
64 193 -391
643 702 -748
217 207 26
359 114 550
14 552 -938
407 777 -661
120 19 795
544 37 -247
405 18 478
542 120 399
233 448 550
202 498 -568
468 309 -142
433 450 545
246 414 -378
620 803 0
545 281 -412
709 780 -512
544 701 -315
88 825 542
401 720 -142
733 231 -592
367 741 -710
342 85 610
687 54 445
631 238 -65
760 499 975
668 22 841
572 789 -33
55 584 602
92 273 -503
213 305 -583
598 577 -855
112 256 -301
427 529 604
108 2 -364
451 811 -283
169 360 787
481 297 -245
762 501 -391
435 472 -856
50 753 930
737 23 -827
539 236 667
305 409 -905
135 596 421
157 612 -271
156 278 363
112 26 65
433 460 -391
26 288 299
354 375 -67
175 432 -291
816 748 -903
703 547 979
530 814 210
579 139 836
502 566 930
248 496 817
384 318 515
374 535 121
138 108 -245
572 652 918
343 123 866
258 595 -231
622 14 631
200 791 597
391 459 -595
279 660 -713
78 109 -628
325 634 117
703 448 612
417 603 520
694 758 933
470 785 -807
115 751 -425
537 754 -754
581 774 879
206 591 680
456 389 879
709 366 -854
374 777 -437
51 158 631
525 338 -310
320 181 -984
354 477 203
56 158 -6
251 492 -614
639 429 35
105 320 -495
103 23 -648
47 498 446
565 98 605
612 349 -848
680 338 -914
584 819 -124
108 445 194
476 425 -806
556 658 -488
37 746 496
319 735 191
911 935
901 653 535
643 126 587
788 71 131
624 56 -790
178 825 699
394 841 956
576 478 -756
692 221 198
297 463 376
104 340 909
430 503 11
36 842 201
350 816 -564
138 589 62
112 159 669
376 143 7
177 24 -446
893 398 -329
897 385 -217
661 426 -375
679 537 -80
219 908 -210
814 676 -380
783 256 156
886 500 270
719 867 945
553 39 -840
493 747 266
44 429 -32
573 711 192
220 386 275
794 607 -908
717 708 115
645 66 517
876 90 -34
636 181 366
365 95 251
684 821 666
902 57 -377
758 233 -24
207 490 -913
37 146 907
547 735 -560
142 549 -78
195 419 47
642 683 -189
105 805 -757
727 42 -146
590 718 -171
848 843 -673
716 851 -276
178 848 -574
423 102 -325
240 676 655
324 882 533
424 564 -796
474 560 889
552 509 -435
128 798 623
613 607 -554
457 108 417
798 133 398
452 289 848
462 93 -315
892 623 -949
51 81 -913
14 199 -680
636 848 -568
568 162 -938
764 714 390
683 130 -500
149 389 -886
347 427 543
846 2 238
63 34 -193
837 330 -601
438 5 892
43 568 -705
82 609 752
714 581 631
904 289 -262
73 622 -863
862 454 -514
782 41 -888
348 187 433
11 772 -776
346 694 -610
740 53 639
637 264 -301
743 894 720
636 882 207
806 852 -31
790 529 880
158 852 10
162 152 -674
659 316 454
210 329 -410
756 461 607
584 713 678
868 256 -161
55 228 230
574 455 540
266 491 3
190 13 936
391 542 -246
132 124 -944
481 750 -694
700 504 896
520 576 869
175 614 -157
245 885 -990
625 362 36
180 680 12
614 476 -933
470 368 -783
858 320 282
905 49 -116
765 276 545
230 430 353
151 213 599
509 416 352
66 99 521
42 329 258
592 364 -512
75 463 212
808 8 -104
118 306 -591
726 240 732
25 861 -828
154 377 142
115 374 -249
347 350 760
642 361 398
520 254 -349
50 67 610
97 462 362
577 278 175
183 515 -185
315 867 -337
281 119 -978
520 847 -310
360 752 660
890 71 -22
645 559 -953
469 840 -599
191 35 -973
379 172 616
719 30 640
699 152 -178
453 188 226
354 486 -872
589 135 545
151 295 542
860 258 131
376 788 374
697 226 -621
443 21 913
154 233 463
652 610 645
105 112 -675
262 115 373
729 653 -327
289 66 53
834 612 -967
562 7 -673
216 150 -544
802 77 -360
202 308 254
826 889 470
312 277 -656
462 252 -282
92 160 -533
402 23 902
38 859 -283
210 481 -353
76 429 -824
373 601 279
438 159 -525
809 583 -627
657 139 -885
358 238 95
411 620 39
851 800 8
150 719 27
92 263 289
462 576 -6
308 608 -239
21 652 -797
235 207 634
446 701 -800
155 527 -340
540 723 -684
858 137 504
835 486 -149
487 637 -734
729 703 -478
312 711 8
720 151 767
83 908 -874
109 881 -580
676 134 -484
57 836 354
113 612 315
617 309 -601
328 473 703
145 305 -500
125 789 769
155 633 -403
489 866 -279
595 113 168
834 767 -332
34 477 872
275 19 -209
878 384 758
617 421 443
506 681 338
646 461 133
228 366 56
766 450 -344
581 503 225
642 84 954
536 545 -102
51 758 -953
822 802 47
491 846 768
471 630 916
106 741 -686
702 628 -998
590 461 573
2 197 453
62 367 -31
667 313 -659
372 741 455
346 774 517
273 413 -837
499 508 -857
285 547 -928
423 682 -947
210 259 -491
839 16 332
100 622 -434
762 194 614
832 362 908
792 412 -88
910 184 545
715 590 -423
389 778 826
443 463 984
880 383 146
380 881 -927
392 779 -520
818 847 -823
94 2 -353
80 862 834
725 317 -907
120 791 753
526 325 823
869 760 579
263 10 -558
903 513 -896
608 600 -131
488 204 409
583 6 -499
502 767 -6
449 543 335
547 377 -578
797 17 -164
45 616 869
773 52 420
573 415 -894
276 135 635
260 414 302
842 677 -2
614 426 -628
586 184 -281
550 507 749
283 31 -452
127 854 -527
193 296 360
459 144 -675
327 512 36
781 134 926
877 187 478
109 616 271
911 324 -126
243 305 -23
660 464 196
585 644 309
683 324 109
507 40 -509
170 397 -815
737 619 338
773 419 -511
482 715 -481
282 247 784
116 480 -890
138 576 358
642 442 523
778 705 -839
611 497 -387
562 617 -625
823 102 24
228 227 -783
733 121 606
849 32 -519
895 374 -616
211 492 -828
712 737 47
639 810 -827
560 422 628
857 22 788
348 799 -854
228 551 948
20 638 -19
696 151 -501
378 136 -22
494 905 990
786 320 -840
235 671 -738
378 432 -297
179 574 -855
177 102 960
723 26 -983
676 825 -806
570 814 183
442 910 -576
672 434 -939
157 596 -583
181 893 -271
871 784 658
323 516 304
446 538 -292
69 712 -500
431 222 533
453 465 -181
499 20 305
583 845 -896
846 802 226
362 873 -889
32 118 -38
672 551 923
461 536 933
440 165 -651
302 688 569
864 438 -135
175 92 387
214 491 -343
230 352 390
173 64 34
606 866 -397
672 325 454
763 467 120
461 871 -840
316 775 -745
509 235 -489
55 73 -178
627 199 34
853 430 -202
638 584 -838
781 643 366
640 332 -292
611 637 349
152 144 -702
621 442 896
178 624 56
253 680 -433
831 776 459
183 774 -145
894 654 657
105 229 -300
875 738 -382
842 892 -12
824 794 -243
312 141 359
214 551 53
718 234 741
39 786 -222
622 275 51
721 213 955
198 469 585
881 324 716
282 341 -709
445 471 704
429 169 795
71 386 370
490 177 -427
375 460 170
335 823 -528
157 341 -543
853 713 614
25 272 880
790 188 -78
322 561 658
302 743 250
101 845 436
275 777 739
856 126 -314
159 903 428
816 149 91
172 406 -262
309 712 -636
887 885 -682
470 813 -549
663 545 288
710 282 -419
338 137 294
891 445 -570
182 682 -461
754 80 195
720 27 -22
833 812 685
896 651 212
713 883 786
73 779 -551
710 30 898
471 240 759
338 306 91
443 54 -352
713 177 511
195 436 384
735 873 -878
702 825 -886
501 507 725
66 500 792
51 366 342
535 217 -691
618 221 -300
821 711 970
127 830 930
639 420 -570
4 92 632
583 239 -147
614 32 -928
640 378 329
399 508 -277
612 751 -932
602 396 -638
725 661 648
494 682 311
549 320 497
89 474 -26
193 94 481
753 416 -7
603 193 -3
298 901 -870
612 819 541
828 388 693
903 702 866
888 846 890
896 821 -807
95 742 -589
706 171 898
224 873 -355
664 897 -391
785 703 36
840 481 517
64 608 -938
298 630 561
447 304 -404
554 666 701
522 812 -816
677 495 -71
3 810 539
849 638 -935
426 478 -365
741 771 -8
231 683 -937
145 398 708
238 723 951
83 502 936
892 466 140
893 155 228
430 459 -954
22 19 -227
137 491 -412
192 615 -860
784 879 -521
506 784 -531
730 706 -544
881 29 247
695 258 133
625 686 470
537 750 843
603 51 951
611 598 -711
376 617 133
799 664 840
607 126 -488
872 15 -624
710 722 -670
386 641 -873
792 500 -320
118 557 800
241 188 779
769 653 -425
213 74 -531
519 42 44
201 746 784
884 45 464
188 165 -852
559 19 654
417 744 620
432 217 -388
910 173 317
105 250 912
25 839 -962
459 753 627
18 272 -93
602 482 250
673 280 -830
827 419 782
895 441 -139
658 143 581
567 226 -286
733 839 932
722 272 583
535 871 705
113 131 -356
122 484 119
134 111 966
820 774 675
134 835 -601
658 813 759
480 589 343
238 62 320
338 777 -928
911 471 -526
671 68 493
308 373 594
487 701 -186
383 43 -701
371 887 224
172 92 727
521 853 378
525 177 -840
845 5 -244
554 419 -678
328 530 -174
877 680 718
223 571 -917
7 579 681
894 886 936
736 861 845
300 170 306
368 504 275
825 375 -55
154 900 -880
431 12 759
363 704 341
789 440 -834
105 343 -132
584 94 648
350 688 -889
892 258 852
636 876 -625
853 819 -545
243 751 471
421 286 -938
751 208 -318
694 27 253
802 692 925
157 84 961
271 892 -264
95 233 62
550 287 -530
842 882 -594
351 767 258
51 618 63
410 548 -801
498 714 -752
871 483 627
894 240 841
150 99 -105
651 204 697
134 305 -296
7 851 -115
18 38 -213
87 142 -175
75 341 851
40 796 -284
519 474 -970
644 369 527
674 500 155
12 668 614
651 194 -451
110 777 201
861 24 -226
3 102 521
111 351 -487
165 132 61
119 334 798
190 439 -883
307 397 -287
861 618 930
90 806 -304
44 862 -267
771 322 912
59 466 605
70 523 773
475 778 -904
754 199 686
442 325 -785
378 208 -367
84 14 -270
446 4 -552
28 38 553
693 104 761
827 183 -554
814 493 125
32 458 537
481 319 -96
42 96 -735
717 726 -155
737 266 304
718 569 -85
483 800 -594
694 883 399
272 1 -167
579 563 156
119 217 180
206 84 -542
735 575 889
775 650 -895
53 164 -82
570 710 46
430 516 203
489 55 -292
459 316 703
198 506 525
222 628 741
35 344 -766
170 368 -156
764 232 592
312 306 -820
516 67 17
65 592 -604
821 360 463
356 76 77
457 724 -713
779 525 776
843 146 50
793 373 -441
115 720 601
421 344 448
901 727 -134
895 14 -346
460 88 -560
482 663 242
681 729 -113
644 877 -20
132 571 -603
64 704 -576
440 398 -173
440 903 997
299 822 532
631 212 48
616 239 801
483 456 272
70 579 -195
363 186 144
806 108 546
435 287 -652
662 286 -334
96 284 -640
41 379 -902
286 222 -993
24 129 -414
200 175 852
110 675 -496
772 45 -513
161 176 566
656 198 -34
523 51 -269
865 134 -635
351 237 -507
386 347 925
868 157 991
797 334 558
510 775 -623
839 172 556
189 445 -592
761 419 -601
685 576 445
188 191 747
592 879 -250
580 850 834
209 309 920
848 551 882
805 180 -703
3 49 334
614 368 -255
784 565 -198
579 764 -287
383 911 -370
197 463 151
897 746 503
245 55 -717
470 153 234
797 23 49
691 863 208
395 102 -836
319 760 149
203 143 -664
876 222 607
229 208 606
182 188 -689
419 362 -20
45 366 -88
744 746 706
389 149 -927
270 680 -409
876 342 -81
595 427 198
850 363 -942
591 435 350
742 6 -434
384 289 -668
31 43 556
328 638 323
310 314 871
729 84 -55
284 101 741
705 90 441
413 591 639
783 631 134
376 461 -179
45 192 -243
227 476 810
571 273 -68
451 434 -896
446 36 139
887 828 -699
633 317 -324
790 404 204
